# NEUROPLAST-ANN - Test Exhaustif XOR Médical Simulé
# Dataset: Médical simulé (0 échantillons, 8 features)
# Architecture: Input(8)→256→128→Output(1)
# Total combinaisons: 567
# Essais par combinaison: 5
# Époques max: 50
# Features médicales: Age, Cholestérol, Tension, BMI, Exercice, Tabac, Antécédents, Stress
# Modèle de risque: Interactions complexes + bruit réaliste
# Toutes les métriques: Accuracy, Precision, Recall, F1-Score, AUC-ROC
#
Rang,Methode,Optimiseur,Activation,Combinaison_Complete,Avg_Accuracy_Pct,Avg_Precision_Pct,Avg_Recall_Pct,Avg_F1_Score_Pct,Avg_AUC_ROC_Pct,Best_Accuracy_Pct,Best_Precision_Pct,Best_Recall_Pct,Best_F1_Score_Pct,Best_AUC_ROC_Pct,Convergence_Count,Total_Trials,Taux_Convergence_Pct
327,progressive,adamw,leaky_relu,progressive+adamw+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
328,progressive,adamw,gelu,progressive+adamw+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
329,progressive,adamw,sigmoid,progressive+adamw+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
330,progressive,adamw,elu,progressive+adamw+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
331,progressive,adamw,mish,progressive+adamw+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
332,progressive,adamw,swish,progressive+adamw+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
333,progressive,adamw,prelu,progressive+adamw+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
334,progressive,adam,neuroplast,progressive+adam+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
335,progressive,adam,relu,progressive+adam+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
336,progressive,adam,leaky_relu,progressive+adam+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
337,progressive,adam,gelu,progressive+adam+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
338,progressive,adam,sigmoid,progressive+adam+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
339,progressive,adam,elu,progressive+adam+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
340,progressive,adam,mish,progressive+adam+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
341,progressive,adam,swish,progressive+adam+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
342,progressive,adam,prelu,progressive+adam+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
343,progressive,sgd,neuroplast,progressive+sgd+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
344,progressive,sgd,relu,progressive+sgd+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
345,progressive,sgd,leaky_relu,progressive+sgd+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
346,progressive,sgd,gelu,progressive+sgd+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
347,progressive,sgd,sigmoid,progressive+sgd+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
348,progressive,sgd,elu,progressive+sgd+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
349,progressive,sgd,mish,progressive+sgd+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
350,progressive,sgd,swish,progressive+sgd+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
351,progressive,sgd,prelu,progressive+sgd+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
352,progressive,rmsprop,neuroplast,progressive+rmsprop+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
353,progressive,rmsprop,relu,progressive+rmsprop+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
354,progressive,rmsprop,leaky_relu,progressive+rmsprop+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
355,progressive,rmsprop,gelu,progressive+rmsprop+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
356,progressive,rmsprop,sigmoid,progressive+rmsprop+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
357,progressive,rmsprop,elu,progressive+rmsprop+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
358,progressive,rmsprop,mish,progressive+rmsprop+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
359,progressive,rmsprop,swish,progressive+rmsprop+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
360,progressive,rmsprop,prelu,progressive+rmsprop+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
361,progressive,lion,neuroplast,progressive+lion+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
362,progressive,lion,relu,progressive+lion+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
363,progressive,lion,leaky_relu,progressive+lion+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
364,progressive,lion,gelu,progressive+lion+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
365,progressive,lion,sigmoid,progressive+lion+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
366,progressive,lion,elu,progressive+lion+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
367,progressive,lion,mish,progressive+lion+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
368,progressive,lion,swish,progressive+lion+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
369,progressive,lion,prelu,progressive+lion+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
370,progressive,adabelief,neuroplast,progressive+adabelief+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
371,progressive,adabelief,relu,progressive+adabelief+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
372,progressive,adabelief,leaky_relu,progressive+adabelief+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
373,progressive,adabelief,gelu,progressive+adabelief+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
374,progressive,adabelief,sigmoid,progressive+adabelief+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
375,progressive,adabelief,elu,progressive+adabelief+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
376,progressive,adabelief,mish,progressive+adabelief+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
377,progressive,adabelief,swish,progressive+adabelief+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
378,progressive,adabelief,prelu,progressive+adabelief+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
379,progressive,radam,neuroplast,progressive+radam+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
380,progressive,radam,relu,progressive+radam+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
381,progressive,radam,leaky_relu,progressive+radam+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
382,progressive,radam,gelu,progressive+radam+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
383,progressive,radam,sigmoid,progressive+radam+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
384,progressive,radam,elu,progressive+radam+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
385,progressive,radam,mish,progressive+radam+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
386,progressive,radam,swish,progressive+radam+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
387,progressive,radam,prelu,progressive+radam+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
388,progressive,adamax,neuroplast,progressive+adamax+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
389,progressive,adamax,relu,progressive+adamax+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
390,progressive,adamax,leaky_relu,progressive+adamax+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
391,progressive,adamax,gelu,progressive+adamax+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
392,progressive,adamax,sigmoid,progressive+adamax+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
393,progressive,adamax,elu,progressive+adamax+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
394,progressive,adamax,mish,progressive+adamax+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
395,progressive,adamax,swish,progressive+adamax+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
396,progressive,adamax,prelu,progressive+adamax+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
397,progressive,nadam,neuroplast,progressive+nadam+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
398,progressive,nadam,relu,progressive+nadam+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
399,progressive,nadam,leaky_relu,progressive+nadam+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
400,progressive,nadam,gelu,progressive+nadam+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
401,progressive,nadam,sigmoid,progressive+nadam+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
402,progressive,nadam,elu,progressive+nadam+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
403,progressive,nadam,mish,progressive+nadam+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
404,progressive,nadam,swish,progressive+nadam+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
405,progressive,nadam,prelu,progressive+nadam+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
406,swarm,adamw,neuroplast,swarm+adamw+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
407,swarm,adamw,relu,swarm+adamw+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
408,swarm,adamw,leaky_relu,swarm+adamw+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
409,swarm,adamw,gelu,swarm+adamw+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
410,swarm,adamw,sigmoid,swarm+adamw+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
411,swarm,adamw,elu,swarm+adamw+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
412,swarm,adamw,mish,swarm+adamw+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
413,swarm,adamw,swish,swarm+adamw+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
414,swarm,adamw,prelu,swarm+adamw+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
415,swarm,adam,neuroplast,swarm+adam+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
416,swarm,adam,relu,swarm+adam+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
417,swarm,adam,leaky_relu,swarm+adam+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
418,swarm,adam,gelu,swarm+adam+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
419,swarm,adam,sigmoid,swarm+adam+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
420,swarm,adam,elu,swarm+adam+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
421,swarm,adam,mish,swarm+adam+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
422,swarm,adam,swish,swarm+adam+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
423,swarm,adam,prelu,swarm+adam+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
424,swarm,sgd,neuroplast,swarm+sgd+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
425,swarm,sgd,relu,swarm+sgd+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
426,swarm,sgd,leaky_relu,swarm+sgd+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
427,swarm,sgd,gelu,swarm+sgd+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
428,swarm,sgd,sigmoid,swarm+sgd+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
429,swarm,sgd,elu,swarm+sgd+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
430,swarm,sgd,mish,swarm+sgd+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
431,swarm,sgd,swish,swarm+sgd+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
432,swarm,sgd,prelu,swarm+sgd+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
433,swarm,rmsprop,neuroplast,swarm+rmsprop+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
434,swarm,rmsprop,relu,swarm+rmsprop+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
435,swarm,rmsprop,leaky_relu,swarm+rmsprop+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
436,swarm,rmsprop,gelu,swarm+rmsprop+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
437,swarm,rmsprop,sigmoid,swarm+rmsprop+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
438,swarm,rmsprop,elu,swarm+rmsprop+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
439,swarm,rmsprop,mish,swarm+rmsprop+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
440,swarm,rmsprop,swish,swarm+rmsprop+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
441,swarm,rmsprop,prelu,swarm+rmsprop+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
442,swarm,lion,neuroplast,swarm+lion+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
443,swarm,lion,relu,swarm+lion+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
444,swarm,lion,leaky_relu,swarm+lion+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
445,swarm,lion,gelu,swarm+lion+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
446,swarm,lion,sigmoid,swarm+lion+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
447,swarm,lion,elu,swarm+lion+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
448,swarm,lion,mish,swarm+lion+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
449,swarm,lion,swish,swarm+lion+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
450,swarm,lion,prelu,swarm+lion+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
451,swarm,adabelief,neuroplast,swarm+adabelief+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
452,swarm,adabelief,relu,swarm+adabelief+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
453,swarm,adabelief,leaky_relu,swarm+adabelief+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
454,swarm,adabelief,gelu,swarm+adabelief+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
455,swarm,adabelief,sigmoid,swarm+adabelief+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
456,swarm,adabelief,elu,swarm+adabelief+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
457,swarm,adabelief,mish,swarm+adabelief+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
458,swarm,adabelief,swish,swarm+adabelief+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
459,swarm,adabelief,prelu,swarm+adabelief+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
460,swarm,radam,neuroplast,swarm+radam+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
461,swarm,radam,relu,swarm+radam+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
462,swarm,radam,leaky_relu,swarm+radam+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
463,swarm,radam,gelu,swarm+radam+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
464,swarm,radam,sigmoid,swarm+radam+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
465,swarm,radam,elu,swarm+radam+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
466,swarm,radam,mish,swarm+radam+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
467,swarm,radam,swish,swarm+radam+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
468,swarm,radam,prelu,swarm+radam+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
469,swarm,adamax,neuroplast,swarm+adamax+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
470,swarm,adamax,relu,swarm+adamax+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
471,swarm,adamax,leaky_relu,swarm+adamax+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
472,swarm,adamax,gelu,swarm+adamax+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
473,swarm,adamax,sigmoid,swarm+adamax+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
474,swarm,adamax,elu,swarm+adamax+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
475,swarm,adamax,mish,swarm+adamax+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
476,swarm,adamax,swish,swarm+adamax+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
477,swarm,adamax,prelu,swarm+adamax+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
478,swarm,nadam,neuroplast,swarm+nadam+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
479,swarm,nadam,relu,swarm+nadam+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
480,swarm,nadam,leaky_relu,swarm+nadam+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
481,swarm,nadam,gelu,swarm+nadam+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
482,swarm,nadam,sigmoid,swarm+nadam+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
483,swarm,nadam,elu,swarm+nadam+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
484,swarm,nadam,mish,swarm+nadam+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
485,swarm,nadam,swish,swarm+nadam+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
486,swarm,nadam,prelu,swarm+nadam+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
487,propagation,adamw,neuroplast,propagation+adamw+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
488,propagation,adamw,relu,propagation+adamw+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
489,propagation,adamw,leaky_relu,propagation+adamw+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
490,propagation,adamw,gelu,propagation+adamw+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
491,propagation,adamw,sigmoid,propagation+adamw+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
492,propagation,adamw,elu,propagation+adamw+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
493,propagation,adamw,mish,propagation+adamw+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
494,propagation,adamw,swish,propagation+adamw+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
495,propagation,adamw,prelu,propagation+adamw+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
496,propagation,adam,neuroplast,propagation+adam+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
497,propagation,adam,relu,propagation+adam+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
498,propagation,adam,leaky_relu,propagation+adam+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
499,propagation,adam,gelu,propagation+adam+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
500,propagation,adam,sigmoid,propagation+adam+sigmoid,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
501,propagation,adam,elu,propagation+adam+elu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
502,propagation,adam,mish,propagation+adam+mish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
503,propagation,adam,swish,propagation+adam+swish,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
504,propagation,adam,prelu,propagation+adam+prelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
505,propagation,sgd,neuroplast,propagation+sgd+neuroplast,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
506,propagation,sgd,relu,propagation+sgd+relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
507,propagation,sgd,leaky_relu,propagation+sgd+leaky_relu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
508,propagation,sgd,gelu,propagation+sgd+gelu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,5,0.00
